,B01003_001E,state,county,tract
2222,0,06,037,980023
2223,199,06,037,980024
2224,518,06,037,980025
2225,15,06,037,980026
2226,0,06,037,980028
2227,0,06,037,980030
2228,1237,06,037,980031
2229,14,06,037,980033
2230,9,06,037,980034
2231,584,06,037,980035
2232,1039,06,037,980036
2233,0,06,037,980037
2234,0,06,037,980038
2235,0,06,037,980039
2236,0,06,037,990100
2237,0,06,037,990200
2238,0,06,037,990300
2239,2182,06,037,189903
2240,2382,06,037,189904
2241,2615,06,037,189905
2242,2634,06,037,189906
2243,2418,06,037,189907
2244,1653,06,037,190101
2245,2716,06,037,190102
2246,2895,06,037,190201
2247,3256,06,037,190202
2248,2985,06,037,190302
2249,2850,06,037,190303
2250,2996,06,037,190401
2251,2070,06,037,190402
2252,3815,06,037,190510
2253,4144,06,037,190520
2254,1693,06,037,190701
2255,1127,06,037,190702
2256,2663,06,037,190801
2257,3071,06,037,190802
2258,4361,06,037,190901
2259,3793,06,037,190902
2260,4817,06,037,191000
2261,3634,06,037,191110
2262,3732,06,037,191120
2263,5088,06,037,191201
2264,2287,06,037,191203
2265,1703,06,037,191204
2266,2320,06,037,191301
2267,1873,06,037,191302
2268,3841,06,037,191410
2269,3698,06,037,191420
2270,5928,06,037,191500
2271,4016,06,037,191610
2272,2600,06,037,191620
2273,2632,06,037,191710
2274,3266,06,037,191720
2275,3188,06,037,191810
2276,3615,06,037,191820
2277,3404,06,037,191901
2278,2777,06,037,191902
2279,2209,06,037,192001
2280,2684,06,037,192002
2281,2428,06,037,192300
2282,3456,06,037,302506
2283,5245,06,037,310100
2284,5908,06,037,310201
2285,4863,06,037,310202
2286,2947,06,037,310300
2287,3438,06,037,310400
2288,4037,06,037,310501
2289,6924,06,037,310601
2290,2764,06,037,310602
2291,2121,06,037,310701
2292,4517,06,037,310703
2293,4050,06,037,310704
2294,2293,06,037,310705
2295,5124,06,037,310800
2296,6144,06,037,310900
2297,3516,06,037,311000
2298,4191,06,037,311100
2299,3155,06,037,311200
2300,3857,06,037,311300
2301,2245,06,037,311400
2302,6013,06,037,311500
2303,2608,06,037,311601
2304,4323,06,037,311602
2305,5966,06,037,311700
2306,2896,06,037,311801
2307,4266,06,037,311802
2308,3578,06,037,320101
2309,3893,06,037,320102
2310,4111,06,037,320201
2311,6248,06,037,320202
2312,6414,06,037,320300
2313,2536,06,037,400205
2314,5615,06,037,400206
2315,4625,06,037,400207
2316,1296,06,037,400208
2317,4398,06,037,400209
2318,7989,06,037,400304
2319,4553,06,037,302505
2320,4119,06,037,400402
2321,4135,06,037,400403
2322,4201,06,037,400404
2323,2049,06,037,400501
2324,4449,06,037,400602
2325,3536,06,037,543903
2326,4408,06,037,543905
2327,4399,06,037,544001
2328,3717,06,037,544002
2329,4163,06,037,550101
2330,2973,06,037,550201
2331,5611,06,037,550202
2332,5030,06,037,550301
2333,3674,06,037,550501
2334,4165,06,037,550502
2335,6385,06,037,550601
2336,3951,06,037,550602
2337,6311,06,037,550700
2338,4939,06,037,550801
2339,2239,06,037,550802
2340,4405,06,037,550901
2341,5350,06,037,550902
2342,2966,06,037,551001
2343,4235,06,037,551002
2344,3738,06,037,551101
2345,5546,06,037,551102
2346,3529,06,037,551201
2347,3747,06,037,551203
2348,3390,06,037,551204
2349,5708,06,037,551300
2350,4141,06,037,551401
2351,4973,06,037,551402
2352,4742,06,037,551501
2353,4885,06,037,551502
2354,6066,06,037,551700
2355,3122,06,037,551801
2356,4081,06,037,551802
2357,5290,06,037,551900
2358,4143,06,037,552001
2359,3379,06,037,552002
2360,6570,06,037,552100
2361,5804,06,037,552200
2362,4376,06,037,552301
2363,4304,06,037,552302
2364,2339,06,037,552400
2365,5560,06,037,552601
2366,3974,06,037,552602
2367,6712,06,037,552700
2368,4008,06,037,192410
2369,3949,06,037,192420
2370,3981,06,037,192510
2371,5445,06,037,192520
2372,3756,06,037,192610
2373,3658,06,037,192620
2374,3689,06,037,192700
2375,3463,06,037,194101
2376,2782,06,037,194102
2377,3504,06,037,194200
2378,3022,06,037,194300
2379,2571,06,037,194401
2380,3362,06,037,194402
2381,2070,06,037,194500
2382,5193,06,037,195100
2383,3013,06,037,195201
2384,3252,06,037,195202
2385,2798,06,037,195300
2386,4359,06,037,195400
2387,5528,06,037,195500
2388,2775,06,037,195600
2389,4588,06,037,195710
2390,1809,06,037,195720
2391,2939,06,037,195802
2392,2439,06,037,195803
2393,2533,06,037,195804
2394,2392,06,037,195901
2395,2016,06,037,195902
2396,1868,06,037,195903
2397,3708,06,037,197200
2398,4021,06,037,197300
2399,3887,06,037,197410
2400,3587,06,037,197420
2401,3884,06,037,197500
2402,2201,06,037,197600
2403,5341,06,037,197700
2404,2676,06,037,199001
2405,2752,06,037,199002
2406,3072,06,037,199110
2407,4127,06,037,199120
2408,3727,06,037,199201
2409,2910,06,037,199202
2410,4368,06,037,199300
2411,4857,06,037,199400
2412,4974,06,037,400603
2413,7571,06,037,400605
2414,6825,06,037,400801
2415,2819,06,037,401001
2416,4052,06,037,401002
2417,5374,06,037,401101
2418,4037,06,037,401102
2419,3630,06,037,401201
2420,4384,06,037,401202
2421,5014,06,037,401203
2422,2156,06,037,401303
2423,5305,06,037,401304
2424,6626,06,037,401311
2425,4981,06,037,401312
2426,6038,06,037,401500
2427,5547,06,037,401601
2428,6143,06,037,401602
2429,2867,06,037,401705
2430,4167,06,037,401706
2431,8333,06,037,401707
2432,4294,06,037,401801
2433,3497,06,037,401802
2434,3661,06,037,401901
2435,6511,06,037,401902
2436,3526,06,037,402001
2437,3997,06,037,402002
2438,5206,06,037,402101
2439,4952,06,037,402102
2440,6931,06,037,402200
2441,5270,06,037,402301
2442,3687,06,037,402303
2443,4444,06,037,402304
2444,5749,06,037,402403
2445,2056,06,037,402404
2446,2280,06,037,402405
2447,4924,06,037,402406
2448,5048,06,037,402501
2449,4167,06,037,402503
2450,2739,06,037,402504
2451,3184,06,037,402601
2452,4852,06,037,402602
2453,5251,06,037,402702
2454,5533,06,037,402703
2455,5771,06,037,552800
2456,7286,06,037,552900
2457,4988,06,037,553000
2458,6737,06,037,553100
2459,3969,06,037,553201
2460,3526,06,037,553202
2461,3211,06,037,553300
2462,3497,06,037,553400
2463,3920,06,037,553502
2464,3330,06,037,553503
2465,4998,06,037,553504
2466,4542,06,037,553601
2467,4568,06,037,553602
2468,4056,06,037,553701
2469,4600,06,037,553702
2470,4575,06,037,553801
2471,7229,06,037,553802
2472,6502,06,037,553901
2473,5629,06,037,553902
2474,4143,06,037,554001
2475,5301,06,037,554002
2476,3181,06,037,554101
2477,4594,06,037,554105
2478,3810,06,037,554106
2479,3890,06,037,554201
2480,3877,06,037,554203
2481,4705,06,037,554204
2482,3412,06,037,554301
2483,4384,06,037,554302
2484,5564,06,037,554403
2485,4286,06,037,554404
2486,3543,06,037,554405
2487,4206,06,037,554406
2488,4096,06,037,554511
2489,6336,06,037,554512
2490,2630,06,037,554513
2491,4784,06,037,554514
2492,3341,06,037,554515
2493,3872,06,037,554516
2494,4353,06,037,554517
2495,5129,06,037,554518
2496,3671,06,037,554519
2497,6072,06,037,554521
